customer_id,age,gender,tenure_months,monthly_spend,calls,sms,complaints,region,churn
C001241,61,M,1,19.37,7,24,0,north,0
C001242,42,M,42,49.94,7,18,0,south,0
C001243,34,M,7,26.84,5,15,0,south,0
C001244,30,M,21,18.64,11,20,0,east,0
C001245,37,M,7,20.25,4,26,0,east,1
C001246,42,F,9,31.11,6,11,0,north,0
C001247,21,M,6,28.1,11,22,0,west,0
C001248,27,M,8,26.62,9,14,0,west,0
C001249,20,F,10,34.33,11,30,0,north,0
C001250,58,F,25,28.88,10,21,0,north,0
C001251,62,M,14,28.79,6,19,0,north,0
C001252,35,M,57,14.74,4,22,0,west,0
C001253,64,M,0,15.5,7,20,0,west,0
C001254,53,F,13,34.14,8,16,0,west,0
C001255,64,M,17,24.6,14,12,0,east,0
C001256,39,F,50,40.34,10,27,0,south,0
C001257,51,F,1,10.09,9,13,0,east,0
C001258,64,M,17,38.53,7,26,0,east,0
C001259,25,M,38,44.48,6,16,0,east,0
C001260,57,M,5,30.75,13,23,0,south,0
C001261,66,M,41,23.24,13,27,0,west,1
C001262,61,M,0,18.4,15,15,0,south,1
C001263,36,F,26,30.2,13,14,0,east,0
C001264,59,F,54,44.19,11,20,0,south,0
C001265,58,F,21,24.34,14,16,0,west,0
C001266,54,F,11,22.04,16,12,0,east,1
C001267,23,M,0,28.5,11,15,0,east,0
C001268,69,M,50,25.87,5,18,0,north,1
C001269,43,M,12,43.77,13,24,0,west,0
C001270,51,F,0,24.84,14,23,0,east,1
C001271,76,F,23,31.08,6,16,0,east,0
C001272,73,F,13,35.57,12,18,0,west,0
C001273,76,M,2,6.48,11,23,0,east,1
C001274,62,M,4,15.35,9,14,0,north,1
C001275,23,F,1,19.29,16,16,0,south,0
C001276,54,M,17,42.16,16,20,0,north,0
C001277,74,F,19,29.04,12,15,0,south,0
C001278,50,F,14,31.5,11,18,0,north,0
C001279,70,F,33,30.6,15,16,0,south,0
C001280,39,M,39,44.37,13,21,0,north,0
C001281,38,M,19,46.27,14,23,0,east,0
C001282,23,M,0,29.96,10,25,1,south,1
C001283,23,M,23,30.69,5,19,0,west,0
C001284,72,M,10,31.75,12,24,0,west,0
C001285,65,F,16,33.78,7,20,0,north,0
C001286,21,F,20,35.07,8,19,0,north,0
C001287,47,M,8,35.12,10,20,0,north,0
C001288,28,M,49,55.54,9,14,0,south,0
C001289,79,M,2,19.73,14,22,0,east,0
C001290,79,M,22,37.42,9,22,0,west,0
C001291,47,F,0,16.17,6,20,0,north,0
C001292,48,M,51,36.27,12,16,0,south,0
C001293,41,M,2,18.31,11,22,0,south,0
C001294,72,M,1,19.74,7,29,0,west,0
C001295,26,F,8,7.38,11,23,0,west,0
C001296,72,F,9,33.1,11,19,0,east,1
C001297,20,M,4,-5.67,13,14,0,west,0
C001298,68,M,17,55.65,9,20,0,east,0
C001299,48,F,11,40.52,15,20,0,east,0
C001300,57,F,0,17.39,9,22,0,south,0
C001301,54,M,7,23.59,10,15,0,south,0
C001302,53,F,33,39.53,7,19,0,east,0
C001303,41,F,23,25.61,6,17,0,north,0
C001304,48,F,25,34.43,8,13,0,east,0
C001305,23,F,23,30.06,12,22,0,west,0
C001306,19,F,7,22.56,9,25,0,east,1
C001307,37,M,2,22.81,11,22,0,east,0
C001308,45,F,6,9.86,15,27,0,east,0
C001309,28,M,35,37.9,12,18,0,north,0
C001310,21,F,78,60.63,11,12,0,north,0
C001311,32,M,13,27.79,14,27,0,east,0
C001312,23,F,0,17.84,10,19,0,west,0
C001313,71,F,3,32.88,4,13,0,south,0
C001314,66,M,7,19.96,10,22,0,west,0
C001315,47,F,17,30.77,7,20,0,south,0
C001316,73,M,1,33.47,12,21,1,west,1
C001317,55,F,57,47.71,16,16,0,north,0
C001318,68,M,9,26.64,10,21,0,west,0
C001319,79,M,48,43.04,10,17,0,east,0
C001320,74,F,30,47.37,15,22,0,south,0
C001321,19,M,28,31.42,6,18,0,west,0
C001322,32,F,18,41.83,10,18,0,west,0
C001323,28,M,19,28.46,8,25,0,west,0
C001324,25,M,20,21.41,11,20,0,north,0
C001325,43,M,19,36.29,13,23,0,north,1
C001326,68,F,16,24.95,15,23,0,west,1
C001327,62,M,85,68.71,17,13,0,north,0
C001328,61,M,26,5.71,11,25,0,west,0
C001329,22,M,30,35.05,11,17,0,north,0
C001330,23,M,41,35.9,11,22,1,west,0
C001331,43,F,4,11.37,10,14,0,east,0
C001332,71,F,1,14.97,10,21,0,north,1
C001333,21,M,13,20.76,8,17,0,west,0
C001334,36,F,14,26.52,11,13,0,south,0
C001335,37,M,35,23.83,7,33,0,east,0
C001336,50,F,11,28.66,15,26,0,north,0
C001337,37,F,16,41.66,8,12,0,west,0
C001338,66,F,14,29.81,9,20,0,south,0
C001339,29,M,0,28.09,13,19,0,south,0
C001340,64,F,19,40.45,8,13,0,south,0
C001341,18,M,35,49.86,11,16,0,east,0
C001342,43,F,3,40.2,13,14,0,east,1
C001343,31,M,18,24.01,18,25,0,south,0
C001344,55,F,18,21.82,8,13,0,east,0
C001345,54,F,3,29.33,11,21,0,west,0
C001346,79,F,2,28.08,14,20,0,north,0
C001347,28,M,78,66.76,13,20,0,north,0
C001348,53,F,10,43.89,7,19,0,north,0
C001349,30,M,5,22.61,12,25,0,east,0
C001350,60,F,3,25.76,12,21,0,west,0
C001351,20,M,22,21.2,13,23,0,west,0
C001352,50,M,18,50.35,12,19,0,east,0
C001353,23,M,20,26.63,16,27,0,east,0
C001354,67,M,1,17.42,12,24,0,west,1
C001355,73,M,44,38.53,9,16,0,west,0
C001356,27,M,9,18.05,17,22,0,south,1
C001357,22,M,7,16.21,9,9,0,north,0
C001358,40,F,12,20.76,9,17,0,south,0
C001359,27,F,9,10.84,7,16,0,west,1
C001360,61,M,39,31.65,9,19,0,south,0
C001361,19,M,52,65.49,10,32,0,north,0
C001362,30,M,7,30.86,8,28,0,east,0
C001363,57,M,39,48.76,7,19,0,south,1
C001364,19,F,30,46.77,10,21,1,south,0
C001365,37,F,53,64.84,8,16,0,east,0
C001366,18,M,5,4.79,12,20,0,east,0
C001367,54,M,17,16.2,12,21,0,north,0
C001368,26,M,6,14.96,11,16,0,west,1
C001369,34,F,34,32.3,6,18,0,south,0
C001370,26,F,0,16.99,16,24,0,north,1
C001371,28,M,16,23.53,11,11,0,south,0
C001372,32,M,8,26.19,8,14,0,north,0
C001373,41,F,7,23.85,15,30,0,north,0
C001374,55,F,20,22.77,14,20,0,east,0
C001375,72,M,38,17.24,10,22,0,west,0
C001376,52,M,18,19.07,16,17,0,south,0
C001377,47,M,38,33.51,11,24,0,west,0
C001378,48,F,6,20.53,8,23,0,north,1
C001379,66,M,14,15.7,12,13,0,east,0
C001380,22,M,11,20.59,13,15,1,west,1
C001381,79,F,0,8.69,9,17,0,east,0
C001382,77,M,16,26.74,13,18,0,east,0
C001383,61,F,21,19.77,14,20,0,south,0
C001384,67,M,17,20.01,10,13,0,north,1
C001385,31,M,26,19.91,2,18,0,south,0
C001386,70,F,16,26.46,5,15,0,south,0
C001387,73,M,1,11.84,10,20,0,west,0
C001388,28,F,2,30.07,8,17,0,east,0
C001389,26,M,18,33.06,8,17,0,south,0
C001390,51,M,6,22.3,10,17,0,south,0
C001391,29,F,1,12.53,11,27,0,north,1
C001392,52,M,11,29.31,5,21,0,west,0
C001393,52,F,16,34.91,11,20,0,west,0
C001394,18,M,7,24.93,8,20,0,east,0
C001395,57,M,25,48.54,10,21,0,east,0
C001396,39,M,20,34.6,10,16,0,west,0
C001397,77,M,8,33.14,12,15,1,west,1
C001398,46,F,28,35.34,8,18,0,north,0
C001399,25,F,20,36.76,11,23,0,south,0
C001400,28,M,20,22.03,10,22,0,north,0
C001401,58,M,16,23.42,13,22,0,north,1
C001402,54,F,0,23.49,10,18,1,west,0
C001403,31,F,23,34.92,14,11,0,west,0
C001404,77,M,9,29.58,12,19,0,south,1
C001405,47,M,57,59.5,9,20,0,east,0
C001406,52,M,34,22.75,7,20,0,west,1
C001407,38,F,17,18.76,4,18,0,north,0
C001408,54,M,5,24.8,11,26,0,south,0
C001409,22,M,4,14.76,12,16,0,east,1
C001410,36,F,8,57.78,9,12,0,north,0
C001411,76,M,12,31.16,12,17,0,north,0
C001412,31,M,7,22.72,8,24,0,east,0
C001413,43,M,14,21.85,9,19,0,north,0
C001414,79,M,3,16.7,7,24,0,north,0
C001415,21,M,76,58.3,12,15,0,south,0
C001416,42,M,2,22.12,20,18,0,north,0
C001417,62,M,53,41.93,12,24,0,north,0
C001418,59,F,48,41.27,4,18,0,south,0
C001419,42,F,14,40.44,10,23,0,south,0
C001420,35,F,25,46.35,12,19,0,east,0
C001421,57,M,11,28.02,7,21,0,east,0
C001422,25,M,19,16.09,5,19,0,east,1
C001423,56,M,8,29.39,12,22,0,south,0
C001424,57,M,7,39.04,14,19,0,north,0
C001425,31,M,17,42.2,6,14,0,north,0
C001426,49,F,13,33.84,8,20,0,north,0
C001427,68,M,17,42.72,9,17,1,north,0
C001428,78,M,6,23.53,9,30,0,south,0
C001429,55,M,9,30.78,14,14,0,west,1
C001430,50,F,1,13.69,13,24,0,east,0
C001431,40,M,1,23.42,9,14,0,west,1
C001432,32,F,5,35.8,9,23,0,east,0
C001433,50,M,1,14.61,6,17,1,east,1
C001434,42,F,2,12.39,9,18,0,south,0
C001435,34,F,33,37.47,13,15,0,east,0
C001436,50,M,0,17.73,10,18,0,south,0
C001437,64,M,21,36.99,7,21,0,west,0
C001438,72,M,6,18.47,7,25,0,north,0
C001439,19,M,41,57.68,3,25,0,west,0
C001440,31,F,13,13.6,7,21,0,west,1
C001441,70,F,7,36.04,5,29,0,south,0
C001442,57,F,14,19.35,11,17,0,south,0
C001443,57,F,9,6.54,10,16,0,east,0
C001444,68,M,16,30.38,8,23,0,north,0
C001445,56,M,2,18.45,8,22,0,west,0
C001446,68,F,116,66.9,10,18,0,west,0
C001447,23,M,11,8.69,10,24,0,south,0
C001448,23,F,8,23.92,12,20,1,south,0
C001449,20,M,24,41.76,10,19,0,south,0
C001450,24,M,9,30.35,12,18,0,west,0
C001451,68,F,35,38.07,12,24,0,south,0
C001452,25,M,12,30.79,10,16,0,east,0
C001453,59,F,25,32.23,15,27,0,east,0
C001454,69,F,2,6.7,9,23,0,east,0
C001455,32,F,37,24.29,17,24,0,north,0
C001456,64,F,26,30.97,10,23,0,east,0
C001457,46,F,4,20.39,9,31,0,south,0
C001458,50,F,3,30.01,15,17,0,south,0
C001459,69,M,7,31.07,10,26,0,west,0
C001460,47,M,74,63.05,8,20,0,north,0
C001461,56,F,5,19.7,8,20,0,north,0
C001462,44,M,12,12.19,8,17,0,south,0
C001463,53,M,0,24.12,9,11,1,west,1
C001464,46,M,10,30.25,9,23,0,east,0
C001465,55,F,16,4.11,13,21,0,east,0
C001466,74,F,61,42.16,10,14,0,west,0
C001467,50,M,14,20.09,15,25,0,west,0
C001468,78,F,34,38.18,10,13,0,south,0
C001469,54,F,15,19.47,8,16,0,north,0
C001470,44,F,0,19.62,9,16,0,west,1
C001471,72,F,7,21.39,5,21,0,south,0
C001472,50,F,17,26.91,10,22,0,north,0
C001473,79,M,60,42.84,10,17,1,east,0
C001474,21,F,39,33.11,6,18,0,west,0
C001475,39,M,5,11.7,11,20,0,east,0
C001476,19,F,4,25.8,11,17,0,south,1
C001477,27,F,4,27.71,7,17,0,east,0
C001478,22,M,51,37.79,13,16,1,south,0
C001479,76,M,38,54.21,9,23,0,south,0
C001480,27,F,29,31.35,5,25,0,north,0
C001481,50,M,9,39.8,12,28,0,south,0
C001482,71,F,14,20.58,11,27,0,south,0
C001483,55,M,12,5.73,15,23,0,east,1
C001484,30,M,5,26.52,14,18,0,north,0
C001485,48,F,14,29.49,9,21,0,north,0
C001486,64,F,0,20.34,12,20,0,north,1
C001487,53,F,2,14.58,8,17,0,east,1
C001488,62,M,43,41.15,9,18,0,north,0
C001489,41,F,27,28.39,11,29,0,east,0
C001490,69,F,10,21.98,6,15,0,north,0
C001491,73,F,14,35.42,9,16,0,south,0
C001492,32,F,9,26.34,8,22,0,west,0
C001493,46,F,27,39.6,5,23,0,north,0
C001494,25,M,30,32.68,13,34,0,east,0
C001495,22,M,28,30.58,13,27,0,west,0
C001496,46,F,25,20.97,9,19,0,east,0
C001497,64,M,4,18.3,12,21,0,south,1
C001498,21,F,8,-9.21,12,16,0,south,0
C001499,29,M,12,20.1,5,20,0,east,0
C001500,62,F,8,23.18,12,20,1,west,1
C001501,19,F,28,39.64,10,19,0,west,0
C001502,44,M,7,20.81,11,21,0,north,0
C001503,48,M,2,24.48,12,38,0,south,0
C001504,68,M,10,3.2,13,20,0,west,1
C001505,68,F,78,58.43,11,14,1,south,0
C001506,53,F,5,5.7,13,16,0,west,1
C001507,53,M,18,16.92,12,20,0,west,1
C001508,43,F,11,23.63,13,20,0,north,1
C001509,60,M,1,33.26,9,26,0,east,0
C001510,44,M,13,30.21,13,16,0,south,0
C001511,22,F,24,32.18,12,22,0,south,1
C001512,37,M,14,26.8,9,18,0,east,1
C001513,28,M,41,33.36,4,14,0,north,0
C001514,79,M,6,17.56,8,21,0,north,0
C001515,27,M,1,24.77,6,16,1,south,1
C001516,57,M,55,33.65,12,19,0,east,0
C001517,55,M,9,30.43,12,20,0,north,0
C001518,23,F,17,24.61,6,25,0,east,0
C001519,25,M,31,43.76,5,14,0,west,1
C001520,40,M,7,33.11,8,22,0,south,0
C001521,64,M,25,15.77,8,16,1,north,1
C001522,43,M,2,15.18,9,23,0,west,1
C001523,63,F,6,14.44,11,24,0,east,1
C001524,60,F,3,3.37,8,22,0,east,0
C001525,29,M,33,26.17,9,23,1,south,0
C001526,43,F,5,46.91,11,21,0,west,0
C001527,30,F,25,38.6,8,23,0,north,0
C001528,57,F,57,67.67,7,15,0,south,0
C001529,79,M,15,35.79,4,26,0,west,0
C001530,35,M,15,20.08,11,14,0,south,0
C001531,42,M,12,22.18,3,18,0,west,0
C001532,50,F,7,29.38,13,15,1,north,1
C001533,64,M,12,30.38,7,23,0,east,0
C001534,57,F,18,23.23,10,18,0,east,0
C001535,77,M,85,47.4,4,15,0,east,0
C001536,60,M,55,80.38,13,9,0,north,0
C001537,29,F,39,38.09,12,29,0,west,0
C001538,61,M,43,38.24,15,20,0,south,0
C001539,53,M,12,27.13,7,23,0,east,0
C001540,65,F,21,28.07,9,24,0,east,0
C001541,21,F,45,43.73,6,20,0,north,0
C001542,22,F,9,37.37,8,18,0,north,0
C001543,73,F,65,51.25,13,16,0,west,0
C001544,54,F,10,13.37,10,27,0,west,0
C001545,25,F,18,27.38,8,25,0,west,0
C001546,59,M,24,27.36,12,19,0,south,0
C001547,66,M,60,64.24,8,19,0,west,0
C001548,45,M,5,34.21,6,18,0,west,0
C001549,48,M,27,34.58,13,27,0,south,0
C001550,75,F,14,14.21,7,26,0,east,0
C001551,26,F,6,10.74,12,16,0,east,0
C001552,71,F,29,34.65,8,17,0,north,0
C001553,68,M,16,31.36,9,26,0,south,0
C001554,46,F,21,26.75,12,14,0,west,0
C001555,31,M,7,18.7,7,16,0,east,0
C001556,57,F,13,20.57,6,20,1,north,0
C001557,58,F,19,29.27,13,17,0,south,0
C001558,39,M,10,1.17,18,27,0,south,1
C001559,28,M,4,10.99,10,17,0,south,1
C001560,40,M,65,46.23,10,15,0,west,0
C001561,18,F,14,39.08,9,17,0,west,0
C001562,63,F,26,24.86,12,19,0,west,0
C001563,54,F,10,26.8,11,26,0,north,0
C001564,38,M,8,26.27,6,23,0,south,0
C001565,43,M,10,37.98,15,20,0,north,0
C001566,63,F,10,37.63,7,23,0,north,0
C001567,53,F,15,26.92,10,22,0,north,0
C001568,71,M,15,22.75,8,24,0,west,1
C001569,40,M,13,19.86,4,18,0,south,0
C001570,74,F,2,18.59,10,21,0,east,0
C001571,18,M,13,22.16,14,21,0,west,0
C001572,71,M,3,27.04,12,21,0,west,0
C001573,72,M,2,25.2,9,19,1,east,1
C001574,68,M,53,52.42,10,16,0,north,0
C001575,57,F,18,41.59,10,20,0,north,0
C001576,32,F,21,49.13,13,24,0,west,0
C001577,38,F,10,26.25,11,17,0,west,0
C001578,64,M,47,54.49,17,16,0,west,0
C001579,26,M,20,26.48,11,14,0,east,0
C001580,70,M,29,46.35,9,17,1,west,0
C001581,26,M,9,35.12,14,19,0,west,0
C001582,27,F,64,62.08,12,17,0,south,0
C001583,69,M,34,37.94,10,21,0,east,0
C001584,74,M,38,32.32,7,24,0,east,0
C001585,70,M,3,7.55,9,15,0,south,0
C001586,43,M,6,22.6,9,19,0,north,0
C001587,58,M,6,38.33,12,22,0,east,0
C001588,52,M,6,19.9,13,12,0,west,0
C001589,69,F,38,46.85,9,22,0,west,0
C001590,42,M,0,28.44,13,17,0,north,1
C001591,43,M,1,17.66,12,17,0,south,0
C001592,28,F,6,36.16,6,19,0,south,0
C001593,55,F,4,-7.09,17,13,0,south,1
C001594,19,F,5,10.27,10,22,0,west,0
C001595,24,F,31,26.34,12,17,0,south,0
C001596,35,M,16,19.8,13,18,0,south,0
C001597,44,M,0,23.36,6,16,1,west,0
C001598,51,M,11,28.4,5,21,0,north,0
C001599,44,F,10,28.94,14,19,0,west,0
C001600,34,F,2,26.96,6,19,0,south,0
C001601,60,M,22,21.5,19,30,0,north,0
C001602,76,M,24,19.82,7,24,0,south,0
C001603,61,F,25,36.46,9,19,0,west,0
C001604,76,M,26,26.7,7,20,0,west,0
C001605,68,F,0,4.3,10,16,1,north,1
C001606,71,F,61,60.21,14,20,0,south,0
C001607,41,F,33,50.45,7,26,0,south,0
C001608,42,F,46,58.57,13,15,0,north,0
C001609,24,F,0,21.87,10,25,0,east,0
C001610,69,M,54,53.26,10,20,0,west,0
C001611,23,F,33,50.2,8,16,0,west,0
C001612,70,F,36,31.59,16,17,0,south,0
C001613,41,M,1,31.61,6,16,0,west,0
C001614,50,M,26,35.75,13,27,0,north,0
C001615,66,M,64,61.14,12,23,0,west,1
C001616,46,M,22,32.86,14,20,0,north,0
C001617,60,F,16,40.96,12,25,1,west,1
C001618,39,F,58,51.24,12,17,0,east,1
C001619,43,M,11,10.66,11,21,0,south,0
C001620,45,M,18,43.52,6,25,0,east,0
C001621,67,F,12,16.52,14,16,0,north,1
C001622,38,M,54,59.53,4,11,0,south,0
C001623,66,M,1,19.6,12,18,0,west,1
C001624,24,F,13,38.26,8,16,0,west,0
C001625,34,M,23,42.85,9,17,0,east,0
C001626,37,M,31,39.8,8,20,0,south,0
C001627,58,M,17,33.59,11,18,0,west,0
C001628,66,M,47,47.73,11,15,0,north,0
C001629,37,F,56,27.86,16,27,1,east,0
C001630,71,M,1,21.68,12,20,0,west,1
C001631,39,M,10,13.84,10,22,0,north,0
C001632,45,F,0,21.71,6,20,1,north,1
C001633,78,F,7,12.07,11,22,0,east,0
C001634,57,M,15,15.65,10,14,0,east,0
C001635,66,M,48,60.05,11,20,0,east,0
C001636,24,F,37,49.19,9,18,0,north,0
C001637,18,M,2,20.96,5,20,0,south,0
C001638,49,M,1,22.35,9,18,0,south,1
C001639,30,F,17,26.02,6,26,0,south,0
C001640,47,F,15,33.2,11,23,0,south,0
C001641,40,F,6,16.24,10,21,0,south,0
C001642,68,F,45,52.44,13,18,0,south,0
C001643,76,F,52,43.47,10,21,0,west,0
C001644,73,M,10,20.8,9,16,0,west,1
C001645,36,F,44,42.22,12,21,0,east,0
C001646,79,M,9,18.59,6,17,0,south,0
C001647,49,M,26,36.29,15,19,0,west,0
C001648,47,F,12,20.63,19,24,0,north,0
C001649,46,F,2,25.69,15,15,1,north,0
C001650,66,M,52,58.16,7,21,0,south,0
C001651,62,F,12,18.81,6,16,0,north,0
C001652,46,M,26,31.69,21,17,0,west,0
C001653,47,M,9,29.11,10,19,0,north,0
C001654,33,M,0,15.64,12,22,0,south,0
C001655,57,F,2,25.64,7,21,0,east,0
C001656,36,F,13,32.05,10,18,1,east,0
C001657,35,M,23,42.33,10,14,0,west,0
C001658,18,F,8,17.94,11,18,0,west,0
C001659,31,M,23,22.07,6,21,0,west,0
C001660,68,F,23,28.42,7,15,0,west,0
C001661,64,M,24,22.32,11,32,0,south,0
C001662,67,M,13,32.14,7,19,0,east,0
C001663,19,F,49,32.88,19,16,0,east,0
C001664,71,M,13,49.83,15,22,0,south,0
C001665,45,M,11,38.46,6,14,0,north,0
C001666,66,F,4,22.13,17,18,0,east,0
C001667,67,F,7,32.17,14,14,0,south,0
C001668,47,M,0,3.63,15,14,0,north,1
C001669,55,M,20,55.23,11,25,0,west,0
C001670,68,M,5,16.6,7,20,0,east,1
C001671,21,M,7,22.3,5,16,0,south,0
C001672,18,M,29,15.94,12,20,0,east,0
C001673,25,F,7,28.36,10,17,0,east,0
C001674,46,F,5,11.44,5,18,0,south,1
C001675,72,M,3,22.52,12,14,0,west,0
C001676,56,M,29,29.06,10,23,0,north,0
C001677,20,M,2,10.22,11,15,0,south,1
C001678,49,M,12,17.96,6,16,0,north,0
C001679,27,F,14,29.26,6,22,0,south,0
C001680,27,M,23,18.69,13,23,0,south,0
C001681,36,M,20,22.51,11,19,0,east,1
C001682,63,F,33,43.13,9,15,0,north,0
C001683,51,M,0,46.02,12,22,1,north,0
C001684,77,F,7,28.28,9,23,0,north,0
C001685,50,M,6,13.83,10,18,0,east,0
C001686,40,F,3,17.83,13,19,0,south,1
C001687,72,F,6,23.32,9,13,0,east,0
C001688,45,F,7,20.01,8,22,0,south,0
C001689,49,F,14,36.03,9,21,0,south,0
C001690,67,M,21,32.67,9,15,0,south,0
C001691,24,M,9,33.58,12,15,0,south,0
C001692,46,F,25,29.36,13,25,0,west,0
C001693,25,F,8,37.26,7,14,0,south,0
C001694,18,M,6,21.34,7,21,0,east,1
C001695,74,M,15,17.79,6,20,0,north,0
C001696,72,M,0,41.77,11,20,0,south,0
C001697,20,M,1,2.25,14,23,0,east,0
C001698,41,M,10,17.61,15,20,0,east,1
C001699,40,F,57,42.23,15,20,1,east,0
C001700,76,M,25,57.58,10,19,0,east,0
C001701,78,M,1,38.57,13,15,0,east,1
C001702,25,F,37,53.44,13,15,0,south,0
C001703,71,F,26,29.69,9,20,0,north,0
C001704,74,F,18,53.26,10,17,0,south,0
C001705,64,F,34,40.68,9,18,0,south,0
C001706,54,M,10,34.77,10,18,0,north,0
C001707,20,F,5,24.3,10,32,0,west,1
C001708,68,M,14,26.51,8,22,0,south,0
C001709,50,M,15,24.98,6,19,0,north,0
C001710,45,F,15,25.4,11,21,0,south,0
C001711,64,F,16,34.08,10,21,0,north,0
C001712,25,M,59,53.17,9,16,0,west,0
C001713,51,M,46,42.69,9,13,0,east,0
C001714,52,M,41,55.6,5,19,0,north,0
C001715,49,M,32,6.33,15,25,0,south,0
C001716,41,M,57,53.6,13,21,0,south,0
C001717,31,F,2,28.18,9,16,0,west,0
C001718,49,M,6,34.47,6,22,0,west,1
C001719,73,F,13,25.85,4,23,0,north,0
C001720,63,F,37,40.58,14,16,0,east,0
C001721,60,F,14,36.86,10,20,0,south,0
C001722,33,F,27,48.41,13,19,1,east,1
C001723,21,M,2,17.99,12,15,0,west,0
C001724,69,M,5,25.17,7,16,1,west,1
C001725,54,F,26,49.79,13,16,0,north,0
C001726,71,F,3,0.26,7,23,0,west,0
C001727,38,F,8,17.1,12,18,0,north,0
C001728,31,M,6,37.66,14,25,0,north,0
C001729,48,F,8,34.93,9,17,0,east,0
C001730,72,M,24,37.22,14,18,0,east,0
C001731,65,F,9,20.01,9,28,0,north,0
C001732,35,F,16,19.18,8,20,0,north,1
C001733,24,M,2,15.09,9,24,0,north,1
C001734,27,F,32,51.48,8,22,0,west,0
C001735,24,M,9,18.22,9,20,0,east,0
C001736,50,M,20,31.01,12,16,0,west,0
C001737,40,M,25,24.96,15,27,0,east,0
C001738,38,F,4,30.43,12,21,0,west,0
C001739,36,F,43,36.11,13,19,0,east,0
C001740,65,F,19,28.52,12,25,0,north,0
C001741,78,M,11,8.67,4,21,0,east,0
C001742,36,F,4,5.87,11,16,0,west,1
C001743,53,F,57,48.58,3,18,0,south,0
C001744,46,M,28,20.75,10,20,0,east,0
C001745,77,F,4,43.05,6,16,0,west,1
C001746,35,M,8,3.38,11,18,0,east,0
C001747,19,F,33,28.5,10,29,0,west,0
C001748,18,M,23,31.67,16,16,0,south,0
C001749,64,M,29,30.85,5,25,0,east,1
C001750,22,M,11,14.46,11,32,0,north,0
C001751,37,F,25,22.92,8,16,0,west,1
C001752,28,M,9,14.59,5,14,0,west,1
C001753,59,M,4,19.13,14,25,0,south,1
C001754,19,F,20,49.52,15,20,0,north,0
C001755,20,F,74,57.78,14,11,0,south,0
C001756,40,M,7,35.33,9,20,0,east,0
C001757,72,M,12,31.07,7,20,0,south,0
C001758,29,M,22,42.14,10,14,0,west,0
C001759,37,M,15,-0.5,9,15,0,east,0
C001760,22,F,37,35.46,9,24,1,east,0
C001761,54,F,28,47.07,8,25,0,north,0
C001762,55,F,1,14.78,19,16,0,west,1
C001763,47,M,129,102.12,12,24,0,south,0
C001764,26,F,27,48.34,8,20,0,south,0
C001765,51,F,39,34.81,7,27,1,east,0
C001766,70,F,21,25.47,11,14,0,north,0
C001767,61,F,38,28.86,13,16,0,north,0
C001768,52,F,2,14.7,11,18,0,west,0
C001769,69,F,8,11.67,15,13,0,west,0
C001770,75,M,41,44.79,10,28,0,west,0
C001771,39,F,4,7.44,8,19,0,east,0
C001772,61,M,1,26.54,10,15,0,west,0
C001773,41,F,31,41.78,7,17,0,north,0
C001774,34,M,36,21.39,10,19,0,west,0
C001775,27,F,3,37.0,8,17,0,north,1
C001776,47,F,38,44.14,6,30,0,west,0
C001777,73,M,23,39.0,17,26,0,west,0
C001778,76,M,14,19.41,12,30,0,east,0
C001779,63,F,35,43.72,11,19,0,north,0
C001780,40,F,10,36.26,7,19,1,east,1
C001781,49,M,4,21.01,10,32,0,north,0
C001782,34,M,6,43.02,13,22,0,west,1
C001783,67,F,14,27.44,9,25,0,east,0
C001784,68,M,15,38.91,8,15,0,west,0
C001785,34,M,32,38.93,9,23,0,west,0
C001786,31,M,31,41.36,10,24,0,south,0
C001787,26,M,17,11.79,10,13,0,north,0
C001788,57,M,30,38.71,17,23,0,north,0
C001789,19,M,4,14.65,7,22,0,north,1
C001790,62,M,1,12.04,6,22,0,north,0
C001791,42,M,41,57.94,13,17,0,north,0
C001792,56,M,1,18.36,10,21,0,east,0
C001793,26,M,5,12.47,15,19,0,north,0
C001794,71,M,23,27.91,10,18,0,east,0
C001795,39,F,10,12.0,10,24,0,south,0
C001796,60,M,41,54.84,7,13,0,south,0
C001797,63,M,7,16.54,13,26,0,east,1
C001798,21,M,0,25.29,9,20,0,south,1
C001799,43,M,7,37.06,11,26,0,east,0
C001800,75,F,17,23.5,10,25,0,north,1
C001801,46,F,9,29.82,10,23,0,east,0
C001802,62,F,15,17.2,10,16,0,south,0
C001803,51,F,41,64.96,8,15,0,east,1
C001804,40,F,48,53.36,14,20,0,south,0
C001805,54,M,6,21.07,11,20,0,west,0
C001806,28,M,12,18.27,7,16,0,east,0
C001807,23,M,15,26.36,9,17,0,west,0
C001808,35,M,59,46.1,12,21,0,south,0
C001809,38,M,131,105.03,15,16,0,north,0
C001810,59,F,5,10.24,14,24,0,east,1
C001811,53,M,25,33.85,16,17,0,north,0
C001812,58,F,9,24.32,5,26,0,north,0
C001813,55,F,0,18.83,10,15,0,north,0
C001814,51,M,0,18.91,13,24,0,south,1
C001815,34,M,12,24.84,8,19,0,south,0
C001816,54,M,13,35.23,11,17,0,west,0
C001817,42,M,0,26.09,8,22,0,west,1
C001818,55,M,23,35.69,9,16,0,west,0
C001819,75,M,6,-7.34,9,21,0,north,0
C001820,29,M,16,31.0,15,17,0,west,0
C001821,40,M,7,6.94,9,15,0,east,0
